order_item_id,order_id,product_id,quantity,unit_price,discount_rate
123,68,35,3,1079.20,0.1500
124,69,235,3,207.23,0.0000
125,70,214,5,86303.39,0.0500
126,71,250,1,1259.66,0.1000
127,72,196,5,1107.62,0.2000
128,73,24,3,848.88,0.0000
129,73,54,1,766.19,0.0000
130,74,284,4,106.88,0.0300
131,74,175,4,68.92,0.2000
132,75,172,1,171.74,0.0300
133,76,186,5,1510.16,0.0500
134,77,58,5,961.42,0.2000
135,77,105,3,1270.04,0.0300
136,78,218,4,1509.83,0.1500
137,78,132,1,4497.71,0.1500
138,79,109,1,209.38,0.0300
139,79,248,1,396.57,0.0300
140,80,293,1,145.74,0.0000
141,81,105,1,1313.47,0.0000
142,81,30,4,148.71,0.2000
143,82,139,2,208.59,0.0000
144,83,282,2,1861.00,0.0000
145,83,289,1,3499.15,0.0500
146,84,140,1,291.36,0.0000
147,84,232,5,1440.32,0.0300
148,84,79,1,48.88,0.1000
149,84,165,4,99.11,0.2000
150,85,174,1,128.74,0.0000
151,85,251,4,230.98,0.1500
152,86,239,5,62.32,0.1000
153,87,109,1,227.16,0.1000
154,87,73,1,535.69,0.0500
155,88,275,5,1551.34,0.2000
156,88,126,4,23.30,0.1000
157,88,285,3,154.74,0.0300
158,88,209,5,8245.68,0.1500
159,89,297,1,189.58,0.2000
160,90,215,5,125.37,0.2000
161,91,95,1,62.21,0.1500
162,91,248,2,395.82,0.0000
163,92,158,5,31.88,0.1000
164,92,188,4,135.62,0.0000
165,93,181,3,484.69,0.0500
166,93,110,5,57.48,0.2000
167,94,167,5,214.41,0.1500
168,94,74,5,383.90,0.0000
169,94,26,1,944.83,0.1000
170,95,105,3,1278.97,0.1500
171,95,239,2,68.01,0.0000
172,96,194,5,13813.86,0.1500
173,97,58,4,895.00,0.0500
174,98,291,5,2136.65,0.0300
175,99,70,3,1006.09,0.1500
176,99,275,2,1502.00,0.2000
177,99,135,1,516.90,0.0500
178,100,291,1,2237.67,0.1000
179,101,199,4,353.88,0.0300
180,102,120,3,312.86,0.1000
181,102,186,2,1552.42,0.0000
182,103,146,5,16138.82,0.0500
183,103,158,3,31.77,0.0500
184,104,125,5,230.85,0.0500
185,105,232,4,1458.85,0.1000
186,106,147,2,1940.47,0.0000
187,107,149,5,161.83,0.2000
188,107,194,4,13298.28,0.0000
189,107,147,4,1789.01,0.2000
190,108,83,2,1623.87,0.0000
191,108,161,1,5397.33,0.0300
192,109,29,3,37.44,0.2000
193,109,57,1,185.77,0.1000
194,110,98,1,11275.24,0.0500
195,110,259,3,251.62,0.1500
196,110,79,2,51.08,0.0000
197,111,14,1,70.23,0.1500
198,111,73,5,514.82,0.0000
199,112,291,2,2310.95,0.0000
200,112,162,1,18407.43,0.1000
201,113,106,1,1870.76,0.2000
202,113,150,4,426.51,0.0300
203,113,77,3,64.62,0.0000
204,114,4,2,2352.80,0.1000
205,114,158,1,32.36,0.1500
206,115,181,2,496.52,0.1500
207,116,293,5,136.81,0.1500
208,117,186,4,1576.61,0.0500
209,117,295,2,342.11,0.1500
210,117,131,0,1015.54,0.1500
211,118,121,5,816.86,0.0000
212,118,262,3,767.53,0.0300
213,119,230,5,1291.73,0.0000
214,120,25,1,-1149.04,0.0300
215,120,229,1,385.70,0.2000
216,120,100,2,1936.94,0.0500
217,121,36,5,3558.70,0.2000
218,121,209,5,7939.22,0.0000
219,122,45,4,208.88,0.1000
220,122,265,2,897.40,0.1000
221,123,43,4,80.88,0.2000
222,123,231,2,512.36,0.0000
223,124,144,4,65.82,0.1000
224,125,217,5,1325.78,0.1500
225,125,229,1,393.47,0.1000
226,126,24,3,880.42,0.1500
227,126,47,0,47.66,0.0300
228,127,167,0,238.66,0.2000
229,128,242,5,14387.18,0.1000
230,128,227,1,1020.14,0.1500
231,129,114,3,13208.33,0.0500
232,129,169,5,732.07,0.1000
233,129,174,1,114.86,0.0500
234,130,114,3,13322.08,0.0300
235,130,239,5,68.94,0.0500
236,130,37,2,280.44,0.1500
237,130,19,1,2100.14,0.0000
238,131,27,1,79.53,0.2000
239,132,229,2,367.63,0.1500
240,133,125,2,215.54,0.0300
241,133,217,4,1222.38,0.2000
242,133,13,5,51.99,0.0300
243,134,146,3,16335.72,0.0000
244,135,94,2,119.19,0.0500
245,135,142,5,77.95,0.2000
246,136,184,1,973.41,0.0000
247,137,214,3,429.25,0.1500
248,137,113,1,7217.08,0.0000
249,138,74,3,367.69,0.0500
250,138,185,2,689.25,0.0500
251,138,85,1,1062.05,0.1500
252,138,270,5,120.13,0.2000
253,139,236,1,75.00,0.1500
254,139,132,5,4578.59,0.1000
255,140,260,2,1407.63,0.0000
256,141,156,5,313.58,0.0000
257,141,184,1,1031.42,0.0300
258,142,21,5,118.76,0.0500
259,142,25,3,1199.31,0.1000
260,143,30,1,141.47,0.1500
261,143,169,1,158.57,0.0000
262,144,83,4,1622.30,0.2000
263,145,110,1,61.51,0.1500
264,145,208,2,47.79,0.0500
265,146,285,4,164.52,0.1000
266,147,17,2,8150.19,0.0300
267,147,60,4,82.86,0.0000
268,148,113,5,6737.06,0.0500
269,149,169,4,988.07,0.1500
270,149,56,3,935.29,0.2000
271,150,212,5,2837.39,0.1500
272,151,114,1,12526.47,0.0300
273,151,52,4,1408.12,0.1000
274,152,229,1,371.83,0.0000
275,152,70,2,1021.11,0.2000
276,153,256,4,42.95,0.2000
277,154,77,4,71.86,0.1000
278,155,116,4,4086.57,0.2000
279,156,289,2,3761.88,0.0300
280,157,195,4,858.13,0.0300
281,157,299,3,223.29,0.0000
282,157,172,5,179.46,0.1000
283,158,139,1,201.55,0.1500
284,158,167,5,227.20,0.0500
285,159,49,2,1879.72,0.0000
286,159,249,3,804.90,0.0500
287,160,224,5,17.41,0.0500
288,161,40,4,1436.45,0.0500
289,161,225,1,6594.05,0.0000
290,162,292,4,1401.13,0.0300
291,162,234,1,1008.44,0.0000
292,163,231,1,479.55,0.0300
293,164,196,3,1085.34,0.0000
294,165,72,3,357.56,0.0500
295,166,51,5,1535.17,0.0500
296,166,12,3,332.34,0.0000
297,167,295,2,325.02,0.1000
298,168,268,3,430.74,0.0500
299,169,99,2,1423.08,0.1000
300,169,60,4,84.09,0.1000
301,170,97,5,5691.03,0.2000
302,170,88,2,778.45,0.0000
303,170,212,3,2854.44,0.0300
304,171,104,2,1166.86,0.2000
305,172,224,3,16.99,0.0300
306,172,22,3,900.39,0.0500
307,173,258,5,13210.20,0.0300
308,174,198,2,501.50,0.0000
309,175,127,4,42.75,0.0000
310,176,178,1,13082.67,0.2000
311,176,129,1,8009.54,0.0000
312,176,178,5,12632.45,0.1500
313,177,47,4,53.12,0.1500
314,178,48,5,38.89,0.1000
315,179,259,1,243.00,0.0300
316,179,284,5,110.74,0.0300
317,179,12,5,330.67,0.2000
318,180,242,3,13773.38,0.1000
319,181,74,4,348.69,0.0500
320,182,197,4,844.60,0.0300
321,182,120,4,288.57,0.0000
322,182,26,4,1017.92,0.0500
323,183,133,3,1039.23,0.1000
324,183,297,2,186.27,0.1500
325,184,144,1,65.71,0.1000
326,184,233,1,272.06,0.0300
327,184,271,5,81.88,0.1000
328,185,239,5,61.20,0.1000
329,185,130,5,9056.09,0.0000
330,185,34,5,5565.90,0.0000
331,185,259,3,223.22,0.2000
332,186,14,3,62.25,0.0000
333,187,13,4,58.59,0.0300
334,187,277,1,290.48,0.0500
335,187,105,1,1162.92,0.1000
336,187,255,3,34.27,0.0300
337,188,93,1,41.13,0.0500
338,189,32,1,34.76,0.2000
339,189,58,5,954.63,0.2000
340,189,89,3,501.79,0.1500
341,190,128,1,98.32,0.0000
342,190,175,1,70.14,0.0000
343,191,27,1,74.87,0.2000
344,191,156,3,328.02,0.0300
345,192,9,4,346.81,0.1000
346,192,49,4,1870.20,0.0000
347,193,233,2,255.53,0.1500
348,193,168,5,1263.48,0.0000
349,194,140,4,310.29,0.0000
350,194,23,4,306.15,0.0300
351,194,4,4,2246.00,0.1000
352,195,124,5,92.04,0.1500
353,195,283,5,225.57,0.1000
354,195,33,1,4603.70,0.1000
355,196,190,3,69.81,0.0500
356,196,87,4,348.07,0.0000
357,197,76,5,354.83,0.0300
358,197,16,1,46.46,0.0500
359,197,75,1,187.04,0.1500
360,198,246,3,-1240.77,0.0500
361,198,215,4,114.35,0.0000
362,198,193,4,5385.30,0.1000
363,199,44,5,421.05,0.2000
364,199,1,5,6918.15,0.0500
365,200,67,5,1527.77,0.1500
366,201,26,4,908.13,0.0300
367,202,151,3,271.97,0.1500
368,202,91,3,71.72,0.0300
369,203,8,3,413.43,0.1000
370,203,295,2,345.91,0.0300
371,203,88,5,791.33,0.0000
372,204,196,2,1098.34,0.1000
373,204,165,4,101.00,0.0500
374,205,274,2,9087.46,0.1000
375,205,109,5,224.13,0.0000
376,205,93,3,41.17,0.1000
377,206,44,2,419.39,0.1000
378,207,11,2,136.20,0.1500
379,207,65,1,9572.41,0.0000
380,207,31,4,56.82,0.1000
381,207,65,4,9339.14,0.0300
382,208,211,5,802.39,0.1500
383,208,152,4,394.30,0.2000
384,208,51,4,1564.66,0.1000
385,209,36,2,3953.24,0.1500
386,210,103,3,455.68,0.2000
387,210,71,4,191.28,0.0300
388,211,292,4,1306.42,0.1500
389,212,116,4,4102.34,0.0300
390,212,6,5,1570.91,0.0000
391,212,96,2,99.06,0.0300
392,212,274,3,9062.26,0.0000
393,213,290,0,12676.80,0.1000
394,214,267,4,87.21,0.1000
395,214,28,3,382.42,0.1500
396,215,93,0,45.13,0.1000
397,215,126,4,24.55,0.0000
398,215,119,5,88.78,0.1000
399,216,297,4,181.27,0.1500
400,216,266,3,2066.67,0.0300
401,216,46,4,92.88,0.1000
402,217,137,5,1136.96,0.1000
403,217,87,5,346.96,0.1500
404,218,205,5,174.41,0.0500
405,219,106,1,1854.52,0.0300
406,219,55,0,466.29,0.0300
407,220,53,5,788.84,0.1500
408,220,77,2,65.13,0.0500
409,220,222,2,22.24,0.1500
410,221,137,4,1156.76,0.0500
411,221,64,2,31.39,0.0500
412,222,15,1,80.09,0.0000
413,222,96,1,107.40,0.0000
414,223,154,5,1626.19,0.0300
415,224,57,1,196.41,0.0300
416,225,281,1,635.55,0.1500
417,225,238,2,148.40,0.2000
418,226,9,1,314.41,0.2000
419,227,177,3,7350.58,0.0000
420,228,294,5,1015.78,0.1000
421,228,59,5,61.58,0.0500
422,228,51,1,1546.44,0.0300
423,229,73,1,531.00,0.1000
424,230,50,2,9536.57,0.2000
425,231,88,2,772.87,0.2000
426,231,29,1,40.84,0.0500
427,231,109,4,205.49,0.0300
428,232,160,4,104.92,0.0000
429,232,212,4,2673.55,0.1500
430,233,178,5,12465.65,0.2000
431,234,15,3,81.35,0.0000
432,235,258,2,13770.88,0.0300
433,235,11,5,135.22,0.1500
434,236,81,2,8257.92,0.0000
435,237,123,1,218.42,0.0000
436,237,135,1,471.48,0.0500
437,238,2,2,7645.85,0.0500
438,238,257,4,4036.89,0.0000
439,239,12,1,297.91,0.0500
440,239,153,4,2465.89,0.2000
441,240,89,4,496.71,0.0300
442,240,31,5,51.46,0.2000
443,241,138,3,1896.57,0.0500
444,241,165,1,104.12,0.0500
445,242,133,5,1058.17,0.1500
446,242,126,5,24.77,0.0000
447,243,159,1,45.51,0.0000
448,243,71,1,185.22,0.1500
449,243,261,3,270.29,0.0000
450,244,206,2,164.44,0.0300
451,244,71,3,192.30,0.2000
452,244,118,1,612.36,0.0000
453,245,185,1,625.56,0.1000
454,246,217,3,1356.94,0.1000
455,246,91,3,66.19,0.1500
456,246,249,1,857.47,0.0000
457,246,122,4,1400.78,0.1000
458,247,291,1,2189.94,0.0000
459,248,15,4,79.33,0.1000
460,249,5,3,212.63,0.1500
461,250,288,4,108.85,0.2000
462,251,232,2,1447.64,0.1000
463,252,24,5,854.88,0.0500
464,253,5,5,235.21,0.0500
465,254,146,3,17168.18,0.0300
466,254,50,3,9663.14,0.0300
467,255,53,4,128482.34,0.0300
468,255,296,5,344.27,0.0500
469,255,140,4,293.59,0.1500
470,255,141,5,211.93,0.1500
471,256,12,4,322.70,0.1000
472,257,33,4,4759.94,0.1000
473,258,27,2,72.17,0.1500
474,258,13,5,52.53,0.1500
475,259,60,1,78.15,0.0300
476,259,153,4,1257.93,0.1000
477,259,130,5,8646.43,0.0000
478,260,122,2,1449.29,0.1000
479,260,114,1,12103.18,0.1000
480,261,170,5,1479.78,0.1500
481,261,25,1,1185.68,0.1000
482,261,296,2,334.28,0.0500
483,262,73,3,518.49,0.1000
484,262,46,2,88.76,0.1000
485,262,119,1,96.14,0.0500
486,263,298,1,281.82,0.0300
487,264,204,4,130.56,0.0300
488,265,237,5,104.46,0.0000
489,265,255,3,35.41,0.1500
490,266,82,4,-6485.75,0.2000
491,266,1,4,6857.51,0.0500
492,266,112,3,18.99,0.1500
493,267,141,1,211.04,0.1500
494,268,281,1,596.25,0.0300
495,268,267,1,89.33,0.0000
496,269,213,4,676.13,0.1000
497,269,169,5,1711.77,0.1000
498,270,248,4,380.14,0.2000
499,270,75,2,186.79,0.0300
500,270,170,3,1444.21,0.0500
501,271,26,1,965.19,0.0500
502,271,22,2,806.57,0.1000
503,272,84,2,1798.16,0.0000
504,273,243,5,1417.56,0.1500
505,274,71,2,186.65,0.0300
506,275,102,5,1206.70,0.0500
507,275,290,5,12023.36,0.2000
508,276,146,1,16437.87,0.1500
509,277,177,1,8327.10,0.1500
510,278,259,5,236.24,0.0300
511,278,175,5,67.41,0.0000
512,278,285,1,151.66,0.2000
513,279,223,5,39.23,0.2000
514,279,281,5,649.07,0.1500
515,280,137,2,1113.68,0.0500
516,280,228,0,3903.63,0.0500
517,281,193,2,136788.38,0.1500
518,282,60,3,77.39,0.0000
519,282,277,4,297.04,0.1000
520,283,111,4,21.54,0.0300
521,284,81,1,8164.62,0.0500
522,285,113,3,6759.60,0.0000
523,286,284,1,107.83,0.0500
524,287,76,5,349.96,0.1000
525,287,89,1,546.40,0.2000
526,287,232,4,1399.21,0.0000
527,288,298,5,282.44,0.1000
528,288,252,5,420.28,0.0000
529,289,273,0,5377.55,0.1000
530,289,235,4,204.75,0.0300
531,289,196,1,1069.87,0.0500
532,289,251,5,225.05,0.0500
533,290,38,1,305.70,0.2000
534,290,119,2,88.81,0.0000
535,290,27,0,81.44,0.0300
536,290,269,3,29.28,0.1000
537,291,93,5,40.56,0.1000
538,291,211,1,807.56,0.0500
539,291,153,1,464.60,0.0000
540,292,40,1,1541.03,0.0000
541,292,9,1,320.56,0.1500
542,292,230,3,1409.57,0.0000
543,293,297,3,193.18,0.1000
544,294,246,1,1182.14,0.0300
545,295,23,3,300.73,0.0300
546,295,290,5,13215.21,0.1000
547,295,232,1,1508.95,0.0500
548,295,28,2,423.57,0.0300
549,296,138,3,1995.60,0.2000
550,297,113,5,112301.33,0.0500
551,298,110,0,58.02,0.0500
552,298,3,0,648.85,0.0000
553,299,254,4,49.49,0.1000
554,300,163,3,696.49,0.1500
555,300,128,2,102.05,0.0500
556,301,268,4,472.61,0.0500
557,301,73,4,512.80,0.2000
558,302,220,4,226.56,0.0500
559,302,199,2,358.49,0.0500
560,303,29,5,38.40,0.1000
561,303,142,1,73.28,0.1000
562,304,297,4,193.72,0.0000
563,304,26,5,968.97,0.2000
564,304,84,4,1973.03,0.1500
565,304,231,4,467.94,0.0000
566,305,210,2,16523.82,0.0300
567,305,189,2,213.11,0.0000
568,306,28,1,412.09,0.1500
569,307,25,3,1212.94,0.0000
570,307,31,3,53.05,0.1000
571,308,85,4,992.71,0.0000
572,308,21,0,124.31,0.1500
573,308,26,5,1025.30,0.0300
574,309,247,3,301.63,0.1500
575,309,32,2,35.47,0.1500
576,309,186,3,1460.78,0.0300
577,310,240,1,53.71,0.0300
578,310,134,5,500.38,0.0300
579,311,67,3,1657.93,0.0300
580,311,118,3,627.16,0.1000
581,311,248,2,435.03,0.1500
582,311,245,1,687.49,0.0300
583,312,133,5,1126.08,0.0500
584,313,238,2,134.60,0.0300
585,314,267,3,87.39,0.1500
586,315,55,4,486.52,0.0500
587,315,173,4,211.37,0.0500
588,315,152,1,408.75,0.0300
589,316,274,1,8909.38,0.1000
590,317,180,1,3536.08,0.0000
591,317,141,1,196.03,0.1000
592,318,300,3,76.00,0.0000
593,319,15,1,75.13,0.2000
594,319,93,3,43.97,0.0500
595,320,157,2,79.81,0.2000
596,320,51,1,1375.45,0.2000
597,320,59,5,60.37,0.0300
598,321,143,5,33.01,0.0300
599,321,207,3,28.73,0.0300
600,321,73,3,531.52,0.0300
601,322,210,5,17433.20,0.0500
602,322,285,4,167.84,0.0000
603,323,221,1,73.88,0.2000
604,323,36,3,3905.00,0.2000
605,323,61,4,103.87,0.1500
606,324,18,3,14379.55,0.1500
607,325,126,1,24.53,0.0500
608,325,217,3,1285.75,0.0000
609,326,163,5,775.43,0.0500
610,327,198,4,559.77,0.1500
611,327,24,2,815.68,0.0300
612,328,161,5,6125.52,0.0000
613,328,148,2,907.82,0.0300
614,329,10,3,2175.62,0.2000
615,330,216,2,1741.47,0.0000
616,330,271,3,80.57,0.2000
617,330,152,1,434.42,0.2000
618,331,286,1,70.57,0.2000
619,331,259,5,222.04,0.1500
620,331,35,1,2191.74,0.1000
621,332,76,1,324.69,0.1500
622,332,23,2,306.42,0.0000
623,332,136,4,418.22,0.0500
624,333,233,2,285.14,0.1000
625,333,16,1,49.46,0.2000
626,333,204,4,130.95,0.2000
627,333,256,1,45.74,0.1500
628,334,171,5,152.62,0.1500
629,335,298,5,312.84,0.1500
630,336,28,1,394.43,0.0000
631,336,170,3,1514.41,0.2000
632,336,291,3,2030.75,0.0000
633,337,77,2,71.18,0.0000
634,337,218,4,1622.56,0.0500
635,337,121,2,799.75,0.0000
636,338,247,4,277.43,0.0500
637,339,246,5,1310.79,0.0300
638,339,214,3,410.37,0.1500
639,339,127,3,42.58,0.0300
640,340,97,2,5597.22,0.0500
641,341,172,4,190.50,0.1500
642,341,254,4,48.73,0.1500
643,341,269,5,32.34,0.0500
644,341,242,1,14579.79,0.1000
645,342,95,4,63.59,0.1000
646,343,283,2,224.06,0.0300
647,343,116,4,3772.41,0.0000
648,344,279,3,349.39,0.0300
649,344,260,4,1299.73,0.0500
650,344,268,2,468.59,0.0300
651,345,120,3,278.77,0.0000
652,346,236,4,144672.32,0.2000
653,347,268,3,429.75,0.1500
654,347,181,3,517.10,0.0000
655,347,241,3,4764.75,0.1000
656,347,16,5,48.81,0.0500
657,348,214,3,416.92,0.1500
658,349,204,4,131.04,0.2000
659,350,26,3,1011.58,0.0500
660,350,81,4,8749.18,0.0300
661,351,295,3,344.75,0.0000
662,352,48,3,39.58,0.0500
663,352,186,1,1582.76,0.2000
664,353,167,2,222.65,0.0300
665,353,81,0,9242.96,0.2000
666,354,183,1,373.24,0.0500
667,354,163,2,688.82,0.0500
668,354,147,1,1737.24,0.0000
669,355,39,3,464.00,0.2000
670,356,218,3,1552.36,0.1500
671,356,95,1,65.63,0.1500
672,357,164,4,4261.03,0.0500
673,357,143,1,36.77,0.1500
674,357,21,5,123.41,0.1500
675,358,204,1,135.62,0.1000
676,359,171,1,165.51,0.2000
677,359,106,5,1708.83,0.0000
678,360,103,5,447.18,0.2000
679,360,232,2,1404.73,0.0000
680,360,285,5,154.03,0.1500
681,360,132,2,4261.28,0.0300
682,361,266,1,2041.49,0.1500
683,362,52,4,1379.68,0.0300
684,362,11,4,130.48,0.1000
685,362,243,1,1396.36,0.1500
686,363,163,5,723.48,0.0000
687,363,272,2,30.03,0.2000
688,364,271,1,80.19,0.0300
689,364,199,4,354.20,0.0500
690,365,50,1,10244.65,0.2000
691,365,180,1,3612.12,0.1500
692,365,140,5,305.56,0.2000
693,366,144,3,64.09,0.1000
694,367,262,4,825.96,0.2000
695,368,247,2,272.62,0.0000
696,368,141,4,200.08,0.0500
697,369,80,1,73.70,0.1500
698,369,1,4,7167.02,0.0000
699,369,71,3,203.50,0.1000
700,369,143,1,36.40,0.1000
701,370,84,2,1905.02,0.1000
702,370,164,5,4608.41,0.0500
703,371,27,2,72.78,0.0500
704,372,259,4,252.15,0.1000
705,372,165,4,102.09,0.2000
706,373,202,3,2300.95,0.1500
707,373,259,3,229.47,0.1000
708,374,196,2,1186.53,0.2000
709,374,232,4,1402.39,0.0000
710,374,53,5,797.86,0.1000
711,375,220,5,220.86,0.0000
712,376,95,5,65.61,0.2000
713,377,299,1,213.38,0.1500
714,378,189,3,214.40,0.0500
715,378,91,2,73.86,0.0500
716,379,140,4,317.37,0.0000
717,380,87,4,333.18,0.0300
718,381,59,1,59.47,0.2000
719,382,25,2,1228.04,0.1500
720,383,43,4,79.72,0.1500
721,384,92,4,182.28,0.0500
722,384,239,2,61.34,0.1000
723,384,64,2,32.81,0.1500
724,385,148,5,913.50,0.2000
725,385,59,3,58.03,0.0000
726,386,4,1,2326.03,0.0000
727,386,251,2,241.03,0.1000
728,387,180,3,3766.43,0.0000
729,388,235,1,189.34,0.1000
730,388,73,4,526.64,0.1000
731,389,252,1,138560.98,0.1500
732,390,280,3,446.78,0.0000
733,391,92,4,177.80,0.0300
734,391,265,3,929.33,0.1500
735,392,77,5,71.58,0.1000
736,392,172,4,175.19,0.0500
737,392,92,1,171.03,0.2000
738,393,117,4,195.91,0.0000
739,393,76,2,329.36,0.1500
740,394,21,0,112.36,0.1000
741,394,118,5,649.10,0.0300
742,394,35,2,1891.50,0.1500
743,395,129,5,8173.01,0.0300
744,396,276,3,4312.78,0.2000
745,396,235,3,191.90,0.1000
746,396,261,4,-246.67,0.2000
747,396,7,1,146.99,0.0000
748,397,48,3,41.00,0.0500
749,397,184,5,1067.54,0.2000
750,397,285,3,167.83,0.0500
751,398,190,3,69.78,0.1500
752,398,104,1,-1171.68,0.2000
753,398,275,4,1485.04,0.1500
754,399,208,3,50.46,0.0500
755,400,13,4,56.46,0.0000
756,400,63,5,1243.03,0.0000
757,401,290,2,13552.91,0.0500
758,401,177,5,94644.62,0.0500
759,402,218,3,138502.99,0.1500
760,402,44,4,425.63,0.0300
761,403,282,3,1715.43,0.0300
762,404,47,1,51.62,0.0500
763,405,7,2,148.44,0.0300
764,406,216,3,1613.93,0.2000
765,406,298,2,283.82,0.1000
766,406,75,3,103587.06,0.1500
767,407,277,5,272.21,0.0300
768,407,201,1,299.91,0.1500
769,407,53,1,838.92,0.2000
770,408,243,4,1317.07,0.1000
771,408,125,1,225.79,0.1500
772,409,48,5,43.44,0.0000
773,410,134,2,492.64,0.0500
774,411,231,5,498.34,0.0300
775,412,94,2,115.68,0.0500
776,413,225,1,6805.31,0.0000
777,413,105,4,1249.60,0.0500
778,413,39,3,459.34,0.2000
779,414,15,5,84.55,0.0300
780,414,3,5,583.40,0.0300
781,414,214,1,428.34,0.1000
782,415,214,4,385.92,0.2000
783,415,220,2,241.97,0.0300
784,416,239,5,63.48,0.0300
785,416,129,3,8285.55,0.0300
786,417,134,4,544.58,0.0300
787,418,185,3,628.08,0.1000
788,419,155,2,107.03,0.2000
789,420,55,5,462.43,0.2000
790,420,104,1,1174.33,0.0500
791,421,118,3,610.19,0.1000
792,422,157,4,81.18,0.2000
793,422,93,5,41.09,0.0300
794,422,281,1,579.66,0.0300
795,422,210,3,17533.60,0.0500
796,423,43,1,84.94,0.2000
797,424,95,4,59.00,0.0300
798,424,96,1,112.10,0.1000
799,425,202,4,2333.78,0.1500
800,426,114,3,12941.66,0.0500
801,427,170,4,1550.13,0.1000
802,427,139,5,203.74,0.1000
803,428,109,1,-218.78,0.2000
