order_id,customer_id,order_date,order_status,total_amount
125,656,2025-02-26,returned,5988.69
126,459,2025-09-11,completed,2245.07
127,712,2026-05-05,completed,0.00
128,210,2025-10-18,completed,65609.43
129,117,2026-04-16,completed,41047.17
130,910,2025-08-15,completed,41671.61
131,762,2025-12-16,pending,63.62
132,638,2025-04-25,Annulé,624.97
133,621,2026-05-10,completed,4581.92
134,243,2025-03-29,cancelled,0.00
135,811,2025-05-10,completed,538.26
136,628,2025-11-22,pending,973.41
137,682,2025-01-25,cancelled,0.00
138,773,2025-09-23,completed,3740.75
139,952,2025-04-29,completed,20667.41
140,461,2026-01-22,pending,2815.26
141,89,2025-02-02,returned,2568.38
142,55,2025-07-20,completed,3802.25
143,251,2026-03-17,completed,278.82
144,531,2026-03-18,ok,5191.36
145,375,2026-01-12,completed,143.08
146,772,2025-01-09,completed,592.27
147,416,2026-02-10,completed,16142.81
148,584,2025-02-02,completed,32001.03
149,856,2025-11-30,completed,5604.13
150,796,2026-03-20,ok,12058.91
151,973,2025-02-13,completed,17219.91
152,591,2025-10-07,completed,2005.61
153,684,2026-04-05,cancelled,0.00
154,205,2026-01-21,pending,258.70
155,33,2026-05-20,returned,13077.02
156,742,2025-12-25,completed,7298.05
157,634,2026-04-16,returned,4806.98
158,751,2025-01-31,completed,1250.52
159,524,2025-01-28,completed,6053.40
160,53,2026-04-08,completed,82.70
161,894,2025-11-10,completed,12052.56
162,42,2025-11-02,pending,6444.82
163,1000,2025-04-22,pending,465.16
164,376,2026-03-26,completed,3256.02
165,328,2025-11-30,completed,1019.05
166,527,2025-08-16,completed,8289.08
167,485,2026-03-31,Annulé,585.04
168,575,2026-01-29,completed,1227.61
169,422,2025-03-27,completed,2864.27
170,11,2025-11-14,completed,32627.44
171,616,2025-10-30,completed,1866.98
172,230,2025-01-03,completed,2615.55
173,896,2025-11-07,completed,64069.47
174,233,2026-03-06,completed,1003.00
175,592,2025-10-27,done,171.00
176,638,2025-12-15,done,72163.59
177,503,2025-09-08,returned,180.61
178,542,2025-03-14,OK,175.00
179,155,2026-04-21,completed,2095.48
180,463,2026-04-24,completed,37188.13
181,498,2025-08-07,completed,1325.02
182,514,2025-04-16,completed,8299.42
183,572,2026-03-30,completed,3122.58
184,264,2025-10-04,completed,691.50
185,460,2026-04-30,completed,73921.08
186,268,2025-05-18,completed,186.75
187,541,2025-12-19,completed,1649.64
188,372,2025-03-10,completed,39.07
189,43,2026-03-26,completed,5125.89
190,214,2025-11-17,completed,168.46
191,110,2025-06-09,completed,1014.43
192,834,2025-11-24,completed,8729.32
193,799,2025-08-20,completed,6751.80
194,576,2025-08-25,completed,10514.62
195,292,2025-12-13,completed,5549.56
196,534,2025-08-02,completed,1591.24
197,481,2025-04-29,pending,1924.05
198,348,2025-01-05,completed,19844.48
199,61,2025-10-25,completed,34545.41
200,456,2025-06-05,completed,6493.02
201,8,2025-02-22,completed,3523.54
202,850,2025-10-23,completed,902.23
203,146,2025-12-02,completed,5743.98
204,90,2026-04-26,pending,2360.81
205,549,2025-02-18,returned,17589.24
206,254,2026-05-07,cancelled,0.00
207,403,2025-06-07,completed,46244.37
208,450,2026-02-28,pending,10304.69
209,235,2025-03-17,pending,6720.51
210,837,2025-03-27,completed,1835.80
211,963,2025-05-18,completed,4441.83
212,870,2026-04-21,completed,51150.59
213,834,2025-04-26,completed,0.00
214,964,2026-04-12,cancelled,0.00
215,687,2025-01-07,completed,497.71
216,93,2025-01-23,pending,6964.70
217,499,2026-04-04,completed,6590.90
218,454,2025-02-23,completed,828.45
219,171,2026-01-22,completed,1798.88
220,576,2025-07-12,DONE,3514.12
221,891,2025-09-04,completed,4455.33
222,296,2025-04-18,completed,187.49
223,683,2025-01-20,completed,7887.02
224,896,2025-03-09,completed,190.52
225,453,2026-05-17,completed,777.66
226,883,2026-03-08,completed,251.53
227,285,2025-10-12,completed,22051.74
228,234,2026-03-30,cancelled,0.00
229,829,2026-05-04,completed,477.90
230,951,2025-06-24,completed,15258.51
231,740,2025-09-08,completed,2072.69
232,782,2026-03-29,pending,9509.75
233,899,2026-02-22,completed,49862.60
234,190,2025-06-19,completed,244.05
235,339,2025-12-01,completed,27290.19
236,57,2026-03-18,cancelled,0.00
237,269,2025-01-12,completed,666.33
238,417,2025-09-07,completed,30674.67
239,403,2025-01-06,pending,8173.86
240,152,2025-01-25,completed,2133.07
241,696,2026-10-03,return,5504.14
242,788,2025-08-24,completed,4621.07
243,27,2026-04-28,completed,1013.82
244,139,2025-11-08,completed,1392.89
245,902,2025-08-04,DONE,563.00
246,859,2025-01-04,DONE,9732.80
247,300,2025-06-26,completed,2189.94
248,794,2026-01-04,completed,285.59
249,129,2025-04-08,completed,542.21
250,145,2026-05-19,completed,348.32
251,681,2025-09-07,completed,2605.75
252,421,2025-10-05,completed,4060.68
253,696,2025-03-04,completed,1117.25
254,907,2026-01-03,completed,78079.14
255,1,2026-01-24,completed,502045.67
256,780,2026-01-09,completed,1161.72
257,89,2025-03-27,DONE,17135.78
258,798,2026-02-17,completed,345.94
259,161,2026-05-18,return,47836.50
260,170,2025-10-09,completed,13501.58
261,809,2025-09-23,completed,7991.31
262,873,2026-01-01,completed,1651.02
263,452,2026-03-26,done,273.37
264,969,2025-02-07,completed,506.57
265,103,2025-03-05,cancel,0.00
266,499,2025-01-27,completed,26106.96
267,381,2025-06-15,completed,179.38
268,296,2025-07-03,cancelled,0.00
269,179,2025-08-20,Annulé,10137.03
270,173,2025-11-07,cancelled,0.00
271,477,2025-02-11,completed,2368.76
272,897,2025-01-20,DONE,3596.32
273,198,2025-05-09,completed,6024.63
274,449,2026-01-21,completed,362.10
275,999,2025-07-09,completed,53825.26
276,390,2025-08-29,completed,13972.19
277,613,2025-04-26,ok,7078.03
278,198,2025-02-15,completed,1604.14
279,774,2025-11-12,cancelled,0.00
280,748,2025-06-11,pending,2115.99
281,439,2025-03-19,completed,232540.25
282,524,2026-01-10,completed,1301.51
283,968,2025-10-16,completed,83.58
284,779,2025-11-24,completed,7756.39
285,249,2025-09-21,pending,20278.80
286,605,2025-09-04,completed,102.44
287,653,2025-04-21,returned,7608.78
288,476,2025-12-25,DONE,3372.38
289,80,2025-10-31,completed,2879.79
290,27,2025-12-14,completed,501.24
291,943,2026-02-17,completed,1414.30
292,953,2025-05-20,completed,6042.22
293,988,2025-03-07,Annulé,521.59
294,739,2025-03-12,pending,1146.68
295,175,2025-06-18,done,62598.80
296,110,2025-06-24,cancelled,0.00
297,981,2026-01-13,DONE,533431.32
298,650,2025-06-02,cancelled,0.00
299,876,2025-05-31,done,178.16
300,278,2025-11-03,completed,1969.94
301,579,2025-11-12,OK,3436.88
302,9,2026-04-27,pending,1542.06
303,969,2025-07-09,completed,238.75
304,418,2025-03-28,pending,13230.82
305,271,2026-12-01,completed,32482.43
306,613,2025-11-12,completed,350.28
307,335,2026-02-21,ok,3782.06
308,27,2025-03-12,completed,8943.55
309,817,2026-03-15,pending,5080.33
310,153,2025-06-26,completed,2478.94
311,754,2025-05-29,completed,7924.32
312,674,2025-03-23,returned,5348.88
313,891,2025-06-06,completed,261.12
314,500,2025-03-16,cancelled,0.00
315,333,2025-01-04,completed,3048.47
316,288,2025-03-24,DONE,8018.44
317,155,2025-07-26,cancelled,0.00
318,768,2026-02-28,completed,228.00
319,472,2025-10-30,return,185.42
320,552,2025-02-20,completed,1520.85
321,244,2025-09-26,cancelled,0.00
322,769,2026-04-26,pending,83479.06
323,63,2025-08-21,completed,9784.26
324,770,2025-02-09,completed,36667.85
325,480,2026-05-13,completed,3880.55
326,618,2025-09-27,completed,3683.29
327,564,2026-04-27,completed,3485.64
328,427,2025-09-22,cancelled,0.00
329,620,2025-02-27,completed,5221.49
330,64,2025-01-10,return,4023.84
331,958,2026-04-16,pending,2972.69
332,632,2025-03-24,returned,2478.06
333,13,2026-07-03,completed,1010.74
334,782,2025-07-25,completed,648.63
335,604,2025-12-11,completed,1329.57
336,574,2026-03-10,completed,10121.26
337,57,2026-04-03,completed,7907.59
338,992,2025-12-27,Annulé,1054.23
339,259,2026-02-02,cancelled,0.00
340,50,2025-06-04,cancelled,0.00
341,669,2026-04-05,completed,14088.81
342,112,2025-11-20,completed,228.92
343,935,2025-06-30,returned,15524.32
344,697,2025-03-11,completed,6864.76
345,751,2025-05-21,returned,836.31
346,691,2025-03-17,ok,462951.42
347,394,2025-10-14,completed,15743.84
348,912,2026-02-08,DONE,1063.15
349,582,2025-05-06,completed,419.33
350,635,2026-03-14,done,36829.82
351,447,2025-06-14,completed,1034.25
352,237,2025-02-27,DONE,1379.01
353,704,2025-03-24,cancelled,0.00
354,594,2025-09-01,completed,3400.58
355,879,2025-09-27,done,1113.60
356,640,2026-03-04,completed,4014.30
357,296,2025-09-10,completed,16747.66
358,667,2025-07-11,completed,122.06
359,581,2026-07-05,pending,8676.56
360,96,2025-11-23,completed,13519.69
361,200,2025-04-27,cancelled,0.00
362,975,2026-05-02,completed,7009.79
363,70,2025-04-27,completed,3665.45
364,307,2025-04-20,completed,1423.74
365,704,2025-03-21,completed,12488.26
366,264,2026-04-25,completed,173.04
367,971,2025-12-06,completed,2643.07
368,972,2025-08-12,pending,1305.54
369,776,2026-02-07,completed,29312.94
370,322,2026-03-24,cancelled,0.00
371,834,2025-10-09,completed,138.28
372,388,2026-04-14,completed,1234.43
373,302,2025-01-26,completed,6486.99
374,127,2025-11-12,completed,11098.38
375,90,2026-05-10,completed,1104.30
376,75,2025-10-11,returned,262.44
377,472,2026-02-23,returned,181.37
378,287,2026-04-19,completed,751.37
379,786,2025-09-23,completed,1269.48
380,897,2026-01-25,cancelled,0.00
381,982,2026-03-06,returned,47.58
382,712,2025-03-14,completed,2087.67
383,536,2025-01-01,completed,271.05
384,833,2026-03-31,completed,858.85
385,859,2025-06-29,completed,3828.09
386,868,2026-01-12,completed,2759.88
387,485,2025-09-28,completed,11299.29
388,991,2025-04-29,completed,2066.31
389,106,2025-06-08,OK,117776.83
390,387,2026-01-30,cancelled,0.00
391,419,2025-12-20,completed,3059.66
392,130,2026-01-03,cancelled,0.00
393,626,2025-06-12,cancel,0.00
394,544,2025-07-25,completed,6363.68
395,337,2025-05-18,cancelled,0.00
396,566,2026-03-30,completed,11015.79
397,558,2025-08-15,completed,4865.33
398,564,2025-07-12,completed,5227.07
399,901,2025-01-30,return,143.81
400,63,2025-07-20,completed,6440.99
401,980,2025-11-30,completed,475312.47
402,796,2026-02-25,done,354834.07
403,505,2025-10-29,ok,4991.90
404,675,2026-01-26,completed,49.04
405,269,2025-04-21,completed,287.97
406,867,2025-01-07,completed,268531.31
407,967,2025-01-03,completed,2246.28
408,245,2025-08-19,completed,4933.37
409,955,2025-05-03,cancelled,0.00
410,316,2025-09-26,completed,936.02
411,630,2026-03-23,completed,2416.95
412,642,2025-02-02,completed,219.79
413,68,2025-01-22,completed,12656.21
414,385,2026-03-15,completed,3625.06
415,983,2025-08-14,completed,1704.37
416,403,2026-05-05,returned,24418.83
417,744,2025-04-27,completed,2112.97
418,778,2025-06-10,done,1695.82
419,582,2025-11-25,completed,171.25
420,816,2025-04-03,completed,2965.33
421,987,2025-05-04,completed,1647.51
422,51,2025-12-17,done,50992.09
423,560,2025-03-18,pending,67.95
424,224,2025-04-15,pending,329.81
425,387,2025-12-08,completed,7934.85
426,365,2025-03-05,returned,36883.73
427,135,2025-04-01,completed,6497.30
428,879,2025-04-06,completed,80050.03
429,599,2025-07-08,completed,7766.02
430,741,2026-02-05,Annulé,424.30
431,491,2025-09-16,completed,17754.76
432,969,2025-05-06,OK,991.74
433,990,2025-05-30,pending,2069.76
434,462,2025-01-17,completed,51969.49
435,719,2026-01-05,completed,4779.92
436,167,2026-04-16,completed,180.58
437,592,2025-06-01,cancelled,0.00
438,823,2025-06-16,completed,219.52
439,949,2025-10-14,completed,39665.97
440,213,2025-01-11,Annulé,2388.51
441,651,2025-03-04,cancelled,0.00
442,576,2025-10-09,completed,3694.55
443,152,2026-01-30,completed,44807.51
444,155,2025-01-23,pending,2134.84
445,196,2026-01-05,Annulé,2307.56
446,452,2025-05-18,completed,48869.99
447,321,2025-03-31,cancelled,0.00
448,502,2025-04-18,completed,2150.46
449,259,2025-01-17,completed,501.28
450,760,2025-09-13,completed,17631.72
451,117,2025-07-08,completed,4720.42
452,764,2026-01-27,completed,3162.49
453,79,2026-05-20,completed,1693.42
454,272,2025-08-09,completed,15927.47
455,424,2025-03-26,completed,204.77
456,872,2025-04-16,pending,571.95
457,771,2025-10-10,completed,10387.00
458,850,2026-02-14,returned,4298.17
459,578,2025-01-08,Annulé,730.14
460,619,2026-01-05,completed,102.25
461,205,2025-06-22,pending,92.80
462,210,2026-03-28,completed,1392.66
463,935,2025-09-13,completed,8711.17
464,496,2026-04-19,completed,14564.21
465,315,2026-01-06,completed,17609.98
466,832,2025-12-18,completed,3278.39
467,773,2025-10-25,completed,8691.61
468,582,2026-03-28,cancelled,0.00
469,742,2026-02-16,completed,556.62
470,666,2025-09-01,completed,782.25
471,437,2026-03-18,cancelled,0.00
472,851,2025-01-09,completed,4846.04
473,697,2025-09-01,completed,802.86
474,716,2025-11-20,completed,1610.99
475,835,2025-07-15,completed,6344.88
476,595,2026-02-03,completed,940.52
477,277,2025-06-23,completed,266.28
478,288,2025-01-31,completed,282.98
479,651,2025-06-18,completed,4733.88
480,689,2025-08-29,completed,289.29
481,330,2026-05-07,completed,9190.17
482,45,2025-11-06,completed,9975.13
483,869,2025-11-27,completed,646.02
484,756,2025-05-31,completed,701.90
485,266,2025-03-14,DONE,3706.95
486,784,2025-10-31,Annulé,565.95
487,547,2025-04-07,completed,17808.79
488,753,2026-08-05,completed,29045.81
489,75,2025-05-03,completed,7643.20
490,145,2026-05-13,completed,15527.36
491,125,2025-07-31,completed,302.56
492,158,2025-02-26,return,7340.06
493,392,2026-05-07,completed,308.77
494,182,2026-03-21,completed,95.67
495,956,2025-05-23,completed,327.09
496,918,2025-04-20,cancelled,0.00
497,901,2025-03-17,OK,6129.88
498,552,2025-03-05,completed,8924.40
499,662,2025-01-06,cancelled,0.00
500,750,2026-04-07,pending,1750.53
501,77,2025-09-22,completed,3027.27
502,13,2025-02-02,done,34159.23
503,56,2026-03-18,completed,97.71
504,925,2025-10-16,OK,13163.40
505,507,2025-05-26,completed,1614.94
506,585,2025-09-16,completed,10948.67
507,556,2025-11-15,completed,2143.80
508,940,2025-10-27,cancelled,0.00
509,292,2026-02-19,completed,3490.99
510,490,2025-06-05,DONE,603.08
511,346,2025-07-06,Annulé,2966.39
512,185,2025-08-01,completed,912.07
513,305,2025-10-27,completed,1159.70
514,325,2025-03-06,completed,11336.61
515,59,2026-05-18,completed,708.54
516,529,2025-02-01,pending,3369.96
517,873,2025-07-21,completed,4315.47
518,553,2025-11-22,completed,573.32
519,692,2025-05-16,pending,2005.21
520,887,2026-04-05,completed,899.96
521,43,2025-03-02,cancelled,0.00
522,209,2025-12-12,completed,4048.45
523,769,2026-01-30,completed,14803.77
524,198,2025-05-16,ok,1215.72
525,767,2025-07-14,completed,6533.26
526,155,2026-02-11,completed,180.48
527,658,2025-07-12,done,3674.33
528,855,2025-12-16,completed,3980.20
529,696,2025-07-19,completed,3318.95
530,962,2026-02-14,returned,117.42
531,973,2026-01-28,ok,2628.73
532,6,2025-05-03,completed,98.11
533,705,2025-11-10,completed,6930.16
534,876,2025-05-19,pending,12354.67
535,272,2025-05-13,cancelled,0.00
536,842,2025-12-10,pending,54120.93
537,914,2025-09-08,return,4489.15
538,789,2025-02-04,cancelled,0.00
539,380,2026-01-05,completed,1410.87
540,982,2025-05-30,return,14994.64
541,435,2025-09-11,completed,2640.57
542,799,2025-12-13,completed,24961.58
543,453,2025-05-20,DONE,2973.01
544,770,2025-09-08,pending,87.41
545,571,2026-01-21,pending,7456.61
546,741,2026-03-23,completed,114.70
547,111,2025-04-27,cancelled,0.00
548,113,2025-08-28,completed,18191.89
549,639,2025-09-24,completed,211.22
550,717,2025-05-08,completed,0.00
551,424,2026-01-18,done,6710.53
552,235,2025-04-28,completed,1140.76
553,870,2026-01-29,completed,66356.59
554,805,2025-02-17,completed,3106.66
555,22,2025-12-21,cancelled,0.00
556,633,2026-01-16,completed,9873.52
557,195,2025-04-21,completed,1249.67
558,238,2026-02-13,completed,614.12
559,709,2025-10-28,completed,4538.12
560,656,2025-03-28,returned,2482.89
561,975,2025-11-09,completed,10687.00
562,671,2025-08-27,completed,711.39
563,978,2026-04-21,completed,1485.46
564,481,2025-10-03,completed,76075.83
565,259,2026-03-19,completed,3310.92
566,416,2025-01-06,Annulé,30851.43
567,11,2025-06-04,completed,519.03
568,513,2026-01-21,cancelled,0.00
569,729,2025-06-09,completed,39752.34
570,400,2025-11-27,pending,1457.72
571,847,2025-12-14,completed,46.18
572,337,2026-01-09,pending,6630.68
573,870,2026-03-19,completed,13994.51
574,485,2025-02-28,completed,7258.70
575,891,2026-02-08,completed,1275.05
576,677,2025-09-01,completed,0.00
577,360,2025-06-17,completed,2142.84
578,386,2026-01-21,completed,7351.83
579,428,2026-05-20,pending,1017.30
580,482,2026-03-04,DONE,7005.47
581,623,2025-08-16,completed,271.19
582,1000,2026-04-21,cancelled,0.00
583,569,2025-09-25,cancelled,0.00
584,335,2025-05-06,pending,322.36
585,625,2025-01-16,cancel,0.00
586,582,2025-09-19,completed,503.11
587,363,2026-04-24,completed,236.39
588,267,2025-12-08,cancelled,0.00
589,35,2026-03-17,completed,127.63
590,84,2025-02-26,completed,16976.41
591,884,2025-09-29,pending,10797.48
592,53,2026-01-23,completed,410.48
593,905,2025-01-16,pending,5259.47
594,736,2025-12-09,completed,187.00
595,154,2025-06-16,DONE,18608.41
596,912,2025-07-08,completed,1859.53
597,609,2025-07-12,completed,294.66
598,53,2026-02-16,returned,824.23
599,282,2026-02-15,pending,242.26
600,847,2026-04-03,completed,10343.20
601,493,2026-03-23,completed,0.00
602,974,2025-05-19,pending,55097.74
603,857,2025-11-04,completed,1505.08
604,759,2025-03-15,completed,3865.39
605,910,2025-11-16,pending,4097.90
606,255,2025-02-21,completed,6479.53
607,907,2025-05-06,completed,19914.50
608,805,2026-01-30,DONE,16776.07
609,172,2025-11-08,cancelled,0.00
610,379,2026-03-11,completed,467.42
611,617,2025-12-24,completed,11052.43
612,535,2025-09-28,completed,36950.08
613,68,2026-05-06,cancelled,0.00
614,441,2025-09-18,returned,316.65
615,467,2026-01-09,completed,434.06
616,756,2025-10-24,completed,4385.32
617,396,2026-05-15,completed,320.62
618,225,2026-01-17,pending,24273.90
619,596,2025-03-06,completed,3611.84
620,471,2025-08-30,completed,316.84
621,302,2025-06-28,pending,1813.12
622,887,2026-01-10,completed,562558.38
623,259,2025-10-12,completed,926.25
624,718,2025-12-18,returned,13721.88
625,227,2025-03-16,completed,1486.04
626,494,2025-06-03,completed,6431.60
627,478,2025-10-17,completed,39575.94
628,861,2025-04-20,completed,255.44
629,665,2025-05-09,completed,5018.81
630,167,2025-12-16,pending,589.62
631,792,2025-01-11,completed,198.40
632,736,2025-07-14,completed,1813.43
633,383,2025-04-19,completed,56.82
634,876,2025-08-12,pending,4948.76
635,544,2025-08-03,return,43284.68
636,476,2025-07-26,completed,5085.26
637,592,2025-05-01,completed,194.89
638,846,2025-11-08,completed,14174.39
639,684,2026-04-29,completed,927.76
640,68,2025-04-16,pending,31.10
641,961,2025-06-04,completed,915.99
642,520,2025-11-24,completed,2897.47
643,843,2025-12-08,completed,370.00
644,388,2025-12-19,completed,3757.92
645,447,2025-04-10,pending,2067.91
646,249,2025-06-19,returned,10354.44
647,73,2025-11-10,Annulé,32.21
648,941,2025-06-12,cancelled,0.00
649,338,2026-03-13,completed,583.95
650,675,2026-04-13,completed,2140.34
651,767,2025-02-25,OK,5662.87
652,827,2026-01-17,ok,26895.48
653,227,2025-11-18,pending,5246.15
654,951,2025-05-25,pending,682.80
655,940,2025-10-06,returned,1195.83
656,711,2025-01-30,completed,904.19
657,885,2025-06-04,DONE,567.29
658,796,2026-03-08,cancelled,0.00
659,29,2025-10-12,completed,7791.60
660,662,2026-02-09,completed,17048.49
661,612,2026-04-09,completed,2352.13
662,280,2025-03-16,DONE,11559.59
663,170,2026-04-01,completed,8076.16
664,556,2025-02-27,cancelled,0.00
665,101,2025-05-07,completed,14467.43
666,158,2026-03-31,pending,9618.46
667,981,2025-12-13,pending,2510.71
668,83,2025-09-12,completed,2936.25
669,943,2025-05-15,completed,205722.12
670,291,2025-11-16,cancel,0.00
671,97,2025-05-19,completed,10283.51
672,719,2025-05-31,completed,1368.44
673,221,2025-05-21,pending,877.62
674,412,2026-04-20,completed,151.77
675,929,2025-06-16,completed,3068.27
676,749,2025-09-07,completed,11554.56
677,477,2026-03-16,completed,1538.09
678,656,2025-05-25,completed,0.00
679,950,2025-04-10,returned,2020.14
680,213,2025-10-11,completed,19489.19
681,517,2025-04-25,completed,1359.48
682,130,2025-07-06,ok,3094.50
683,934,2025-07-26,completed,668.34
684,745,2026-03-01,pending,1243.25
685,419,2025-07-08,completed,7370.86
686,770,2025-04-27,completed,27117.87
687,138,2026-04-06,completed,2260.32
688,544,2026-01-07,completed,14143.24
689,366,2025-11-29,Annulé,757.73
690,924,2026-04-17,pending,63.26
691,954,2025-03-07,completed,26762.92
692,732,2025-11-11,completed,320.51
693,160,2025-01-26,completed,27132.52
694,884,2026-02-23,completed,128.14
695,970,2025-10-16,cancel,0.00
696,208,2025-08-08,completed,50894.76
697,887,2025-09-09,completed,1013.66
698,859,2025-09-27,returned,2559.85
699,737,2025-02-03,Annulé,1219.26
700,372,2025-04-13,completed,4705.09
701,57,2026-02-10,completed,397.98
702,38,2025-11-02,Annulé,7181.04
703,912,2026-04-18,completed,8256.68
704,610,2026-04-15,pending,399666.23
705,698,2025-01-29,completed,3508.80
706,544,2025-10-17,completed,2420.99
707,221,2025-07-25,completed,0.00
708,187,2025-02-17,pending,1256.85
709,310,2025-08-12,return,163.96
710,21,2025-09-03,completed,4888.14
711,964,2025-06-11,done,515.66
712,736,2025-09-26,completed,5799.35
713,659,2026-05-14,completed,401.53
714,94,2025-06-18,completed,61.74
715,789,2025-04-01,completed,609.86
716,836,2025-06-20,completed,2325.60
717,373,2025-06-14,pending,196.22
718,560,2025-09-18,completed,6679.29
719,187,2026-05-19,cancel,0.00
720,527,2026-03-04,completed,1622.20
721,453,2025-03-04,ok,1727.69
722,754,2025-10-18,pending,12628.60
723,57,2025-03-23,OK,2914.62
724,51,2025-05-05,completed,3776.40
725,966,2025-07-24,returned,431.63
726,422,2026-04-03,pending,87826.99
727,219,2026-12-05,completed,3893.76
728,349,2025-09-05,pending,916.02
729,287,2025-11-26,OK,336.56
730,491,2025-07-28,pending,9393.21
731,573,2026-02-02,pending,1741.64
732,138,2025-07-09,completed,16621.11
733,867,2025-11-01,completed,36233.31
734,677,2025-05-10,return,3244.85
735,523,2026-01-25,completed,51062.26
736,968,2026-01-06,completed,86.15
737,481,2026-01-07,cancelled,0.00
738,459,2025-01-24,done,29010.75
739,165,2025-07-16,completed,237.98
740,664,2025-03-04,completed,10393.26
