order_id,customer_id,order_date,order_status,total_amount
185,460,30/04/2026,completed,73921.08
186,268,May 18 2025,completed,186.75
187,541,19-12-2025,completed,1649.64
188,372,Mar 10 2025,completed,39.07
189,43,26/03/2026,completed,5125.89
190,214,2025-11-17,completed,168.46
191,110,2025-06-09,completed,1014.43
192,834,11/24/2025,completed,8729.32
193,799,Aug 20 2025,completed,6751.8
194,576,08/25/2025,completed,10514.62
195,292,13/12/2025,completed,5549.56
196,534,Aug 02 2025,completed,1591.24
197,481,29/04/2025,pending,1924.05
198,348,Jan 05 2025,completed,19844.48
199,61,Oct 25 2025,completed,34545.41
200,456,05/06/2025,completed,6493.02
201,8,22/02/2025,completed,3523.54
202,850,23/10/2025,completed,902.23
203,146,2025-12-02,completed,5743.98
204,90,Apr 26 2026,pending,2360.81
205,549,2025-02-18,returned,17589.24
206,254,07/05/2026,cancelled,0.0
207,403,2025-06-07,completed,46244.37
208,450,Feb 28 2026,pending,10304.69
209,235,Mar 17 2025,pending,6720.51
210,837,27/03/2025,completed,1835.8
211,963,18/05/2025,completed,4441.83
212,870,2026-04-21,completed,51150.59
213,834,04/26/2025,completed,0.0
214,964,12/04/2026,cancelled,0.0
215,687,07/01/2025,completed,497.71
216,93,Jan 23 2025,pending,6964.7
217,499,04/04/2026,completed,6590.9
218,454,23-02-2025,completed,828.45
219,171,Jan 22 2026,completed,1798.88
220,576,2025-07-12,DONE,3514.12
221,891,04/09/2025,completed,4455.33
222,296,2025-04-18,completed,187.49
223,683,Jan 20 2025,completed,7887.02
224,896,09-03-2025,completed,190.52
225,453,17/05/2026,completed,777.66
226,883,08/03/2026,completed,251.53
227,285,12/10/2025,completed,22051.74
228,234,Mar 30 2026,cancelled,0.0
229,829,04-05-2026,completed,477.9
230,951,24-06-2025,completed,15258.51
231,740,08/09/2025,completed,2072.69
232,782,2026-03-29,pending,9509.75
233,899,22/02/2026,completed,49862.6
234,190,19-06-2025,completed,244.05
235,339,Dec 01 2025,completed,27290.19
236,57,Mar 18 2026,cancelled,0.0
237,269,12/01/2025,completed,666.33
238,417,Sep 07 2025,completed,30674.67
239,403,2025-01-06,pending,8173.86
240,152,25/01/2025,completed,2133.07
241,696,03/10/2026,return,5504.14
242,788,Aug 24 2025,completed,4621.07
243,27,28-04-2026,completed,1013.82
244,139,08-11-2025,completed,1392.89
245,902,04-08-2025,DONE,563.0
246,859,Jan 04 2025,DONE,9732.8
247,300,26/06/2025,completed,2189.94
248,794,04-01-2026,completed,285.59
249,129,2025-04-08,completed,542.21
250,145,19/05/2026,completed,348.32
251,681,Sep 07 2025,completed,2605.75
252,421,05/10/2025,completed,4060.68
253,696,Mar 04 2025,completed,1117.25
254,907,03/01/2026,completed,78079.14
255,1,2026-01-24,completed,502045.67
256,780,Jan 09 2026,completed,1161.72
257,89,03/27/2025,DONE,17135.78
258,798,17-02-2026,completed,345.94
259,161,2026-05-18,return,47836.5
260,170,2025-10-09,completed,13501.58
261,809,09/23/2025,completed,7991.31
262,873,01/01/2026,completed,1651.02
263,452,26/03/2026,done,273.37
264,969,07/02/2025,completed,506.57
265,103,05/03/2025,cancel,0.0
266,499,2025-01-27,completed,26106.96
267,381,15-06-2025,completed,179.38
268,296,03-07-2025,cancelled,0.0
269,179,20-08-2025,Annulé,10137.03
270,173,Nov 07 2025,cancelled,0.0
271,477,11-02-2025,completed,2368.76
272,897,Jan 20 2025,DONE,3596.32
273,198,09-05-2025,completed,6024.63
274,449,21-01-2026,completed,362.1
275,999,09/07/2025,completed,53825.26
276,390,29/08/2025,completed,13972.19
277,613,04/26/2025,ok,7078.03
278,198,02/15/2025,completed,1604.14
279,774,12/11/2025,cancelled,0.0
280,748,11/06/2025,pending,2115.99
281,439,19/03/2025,completed,232540.25
282,524,Jan 10 2026,completed,1301.51
283,968,2025-10-16,completed,83.58
284,779,11/24/2025,completed,7756.39
285,249,2025-09-21,pending,20278.8
286,605,04-09-2025,completed,102.44
287,653,21-04-2025,returned,7608.78
288,476,25/12/2025,DONE,3372.38
289,80,2025-10-31,completed,2879.79
290,27,Dec 14 2025,completed,501.24
291,943,17-02-2026,completed,1414.3
292,953,05/20/2025,completed,6042.22
293,988,07-03-2025,Annulé,521.59
294,739,12-03-2025,pending,1146.68
295,175,18-06-2025,done,62598.8
296,110,24/06/2025,cancelled,0.0
297,981,2026-01-13,DONE,533431.32
298,650,02-06-2025,cancelled,0.0
299,876,31-05-2025,done,178.16
300,278,03/11/2025,completed,1969.94
301,579,12-11-2025,OK,3436.88
302,9,27/04/2026,pending,1542.06
303,969,Jul 09 2025,completed,238.75
304,418,03/28/2025,pending,13230.82
305,271,01/12/2026,completed,32482.43
306,613,Nov 12 2025,completed,350.28
307,335,21-02-2026,ok,3782.06
308,27,12/03/2025,completed,8943.55
309,817,2026-03-15,pending,5080.33
310,153,26-06-2025,completed,2478.94
311,754,29-05-2025,completed,7924.32
312,674,2025-03-23,returned,5348.88
313,891,06-06-2025,completed,261.12
314,500,Mar 16 2025,cancelled,0.0
315,333,04-01-2025,completed,3048.47
316,288,24/03/2025,DONE,8018.44
317,155,07/26/2025,cancelled,0.0
318,768,Feb 28 2026,completed,228.0
319,472,Oct 30 2025,return,185.42
320,552,Feb 20 2025,completed,1520.85
321,244,09/26/2025,cancelled,0.0
322,769,26/04/2026,pending,83479.06
323,63,Aug 21 2025,completed,9784.26
324,770,09-02-2025,completed,36667.85
325,480,2026-05-13,completed,3880.55
326,618,2025-09-27,completed,3683.29
327,564,27-04-2026,completed,3485.64
328,427,09/22/2025,cancelled,0.0
329,620,Feb 27 2025,completed,5221.49
330,64,2025-01-10,return,4023.84
331,958,2026-04-16,pending,2972.69
332,632,24-03-2025,returned,2478.06
333,13,03/07/2026,completed,1010.74
334,782,07/25/2025,completed,648.63
335,604,11/12/2025,completed,1329.57
336,574,10-03-2026,completed,10121.26
337,57,Apr 03 2026,completed,7907.59
338,992,27-12-2025,Annulé,1054.23
339,259,2026-02-02,cancelled,0.0
340,50,04/06/2025,cancelled,0.0
341,669,05/04/2026,completed,14088.81
342,112,2025-11-20,completed,228.92
343,935,2025-06-30,returned,15524.32
344,697,11/03/2025,completed,6864.76
345,751,05/21/2025,returned,836.31
346,691,2025-03-17,ok,462951.42
347,394,10/14/2025,completed,15743.84
348,912,2026-02-08,DONE,1063.15
349,582,06/05/2025,completed,419.33
350,635,2026-03-14,done,36829.82
351,447,14-06-2025,completed,1034.25
352,237,Feb 27 2025,DONE,1379.01
353,704,24/03/2025,cancelled,0.0
354,594,01/09/2025,completed,3400.58
355,879,09/27/2025,done,1113.6
356,640,04-03-2026,completed,4014.3
357,296,Sep 10 2025,completed,16747.66
358,667,11-07-2025,completed,122.06
359,581,05/07/2026,pending,8676.56
360,96,23-11-2025,completed,13519.69
361,200,27-04-2025,cancelled,0.0
362,975,02-05-2026,completed,7009.79
363,70,27-04-2025,completed,3665.45
364,307,2025-04-20,completed,1423.74
365,704,Mar 21 2025,completed,12488.26
366,264,2026-04-25,completed,173.04
367,971,2025-12-06,completed,2643.07
368,972,12/08/2025,pending,1305.54
369,776,07/02/2026,completed,29312.94
370,322,24-03-2026,cancelled,0.0
371,834,2025-10-09,completed,138.28
372,388,14-04-2026,completed,1234.43
373,302,26-01-2025,completed,6486.99
374,127,Nov 12 2025,completed,11098.38
375,90,10/05/2026,completed,1104.3
376,75,11/10/2025,returned,262.44
377,472,23-02-2026,returned,181.37
378,287,2026-04-19,completed,751.37
379,786,Sep 23 2025,completed,1269.48
380,897,2026-01-25,cancelled,0.0
381,982,Mar 06 2026,returned,47.58
382,712,14-03-2025,completed,2087.67
383,536,Jan 01 2025,completed,271.05
384,833,03/31/2026,completed,858.85
385,859,Jun 29 2025,completed,3828.09
386,868,2026-01-12,completed,2759.88
387,485,28-09-2025,completed,11299.29
388,991,2025-04-29,completed,2066.31
389,106,2025-06-08,OK,117776.83
390,387,Jan 30 2026,cancelled,0.0
391,419,20/12/2025,completed,3059.66
392,130,2026-01-03,cancelled,0.0
393,626,12/06/2025,cancel,0.0
394,544,25/07/2025,completed,6363.68
395,337,May 18 2025,cancelled,0.0
396,566,03/30/2026,completed,11015.79
397,558,Aug 15 2025,completed,4865.33
398,564,12-07-2025,completed,5227.07
399,901,2025-01-30,return,143.81
400,63,Jul 20 2025,completed,6440.99
401,980,2025-11-30,completed,475312.47
402,796,Feb 25 2026,done,354834.07
403,505,Oct 29 2025,ok,4991.9
404,675,26/01/2026,completed,49.04
405,269,2025-04-21,completed,287.97
406,867,07/01/2025,completed,268531.31
407,967,03/01/2025,completed,2246.28
408,245,19-08-2025,completed,4933.37
409,955,03/05/2025,cancelled,0.0
410,316,26/09/2025,completed,936.02
411,630,2026-03-23,completed,2416.95
412,642,02-02-2025,completed,219.79
413,68,2025-01-22,completed,12656.21
414,385,03/15/2026,completed,3625.06
415,983,14/08/2025,completed,1704.37
416,403,05-05-2026,returned,24418.83
417,744,Apr 27 2025,completed,2112.97
418,778,Jun 10 2025,done,1695.82
419,582,25/11/2025,completed,171.25
420,816,03/04/2025,completed,2965.33
421,987,04/05/2025,completed,1647.51
422,51,2025-12-17,done,50992.09
423,560,18/03/2025,pending,67.95
424,224,15/04/2025,pending,329.81
425,387,08-12-2025,completed,7934.85
426,365,05-03-2025,returned,36883.73
427,135,01/04/2025,completed,6497.3
428,879,06/04/2025,completed,80050.03
429,599,08/07/2025,completed,7766.02
430,741,05/02/2026,Annulé,424.3
431,491,16-09-2025,completed,17754.76
432,969,06/05/2025,OK,991.74
433,990,May 30 2025,pending,2069.76
434,462,Jan 17 2025,completed,51969.49
435,719,05/01/2026,completed,4779.92
436,167,16/04/2026,completed,180.58
437,592,Jun 01 2025,cancelled,0.0
438,823,16/06/2025,completed,219.52
439,949,2025-10-14,completed,39665.97
440,213,2025-01-11,Annulé,2388.51
441,651,04/03/2025,cancelled,0.0
442,576,Oct 09 2025,completed,3694.55
443,152,30/01/2026,completed,44807.51
444,155,2025-01-23,pending,2134.84
445,196,05-01-2026,Annulé,2307.56
446,452,05/18/2025,completed,48869.99
447,321,03/31/2025,cancelled,0.0
448,502,2025-04-18,completed,2150.46
449,259,01/17/2025,completed,501.28
450,760,13/09/2025,completed,17631.72
451,117,08/07/2025,completed,4720.42
452,764,01/27/2026,completed,3162.49
453,79,20-05-2026,completed,1693.42
454,272,2025-08-09,completed,15927.47
455,424,03/26/2025,completed,204.77
456,872,Apr 16 2025,pending,571.95
457,771,10-10-2025,completed,10387.0
458,850,14-02-2026,returned,4298.17
459,578,2025-01-08,Annulé,730.14
460,619,05/01/2026,completed,102.25
461,205,06/22/2025,pending,92.8
462,210,03/28/2026,completed,1392.66
463,935,2025-09-13,completed,8711.17
464,496,Apr 19 2026,completed,14564.21
465,315,06/01/2026,completed,17609.98
466,832,18/12/2025,completed,3278.39
467,773,25-10-2025,completed,8691.61
468,582,2026-03-28,cancelled,0.0
469,742,16-02-2026,completed,556.62
470,666,01/09/2025,completed,782.25
471,437,03/18/2026,cancelled,0.0
472,851,09/01/2025,completed,4846.04
473,697,Sep 01 2025,completed,802.86
474,716,20/11/2025,completed,1610.99
475,835,2025-07-15,completed,6344.88
476,595,Feb 03 2026,completed,940.52
477,277,06/23/2025,completed,266.28
478,288,Jan 31 2025,completed,282.98
479,651,Jun 18 2025,completed,4733.88
480,689,08/29/2025,completed,289.29
481,330,07-05-2026,completed,9190.17
482,45,06-11-2025,completed,9975.13
483,869,11/27/2025,completed,646.02
484,756,31-05-2025,completed,701.9
485,266,14-03-2025,DONE,3706.95
486,784,Oct 31 2025,Annulé,565.95
487,547,07/04/2025,completed,17808.79
488,753,05/08/2026,completed,29045.81
489,75,May 03 2025,completed,7643.2
490,145,13/05/2026,completed,15527.36
491,125,2025-07-31,completed,302.56
492,158,26/02/2025,return,7340.06
493,392,07-05-2026,completed,308.77
494,182,Mar 21 2026,completed,95.67
495,956,05/23/2025,completed,327.09
496,918,20/04/2025,cancelled,0.0
497,901,03/17/2025,OK,6129.88
498,552,05/03/2025,completed,8924.4
499,662,Jan 06 2025,cancelled,0.0
500,750,Apr 07 2026,pending,1750.53
501,77,Sep 22 2025,completed,3027.27
502,13,02-02-2025,done,34159.23
503,56,18/03/2026,completed,97.71
504,925,Oct 16 2025,OK,13163.4
505,507,26/05/2025,completed,1614.94
506,585,2025-09-16,completed,10948.67
507,556,15/11/2025,completed,2143.8
508,940,27-10-2025,cancelled,0.0
509,292,Feb 19 2026,completed,3490.99
510,490,05-06-2025,DONE,603.08
511,346,06/07/2025,Annulé,2966.39
512,185,01/08/2025,completed,912.07
513,305,Oct 27 2025,completed,1159.7
514,325,06/03/2025,completed,11336.61
515,59,18-05-2026,completed,708.54
516,529,01-02-2025,pending,3369.96
517,873,21-07-2025,completed,4315.47
518,553,11/22/2025,completed,573.32
519,692,2025-05-16,pending,2005.21
520,887,05-04-2026,completed,899.96
521,43,2025-03-02,cancelled,0.0
522,209,12/12/2025,completed,4048.45
523,769,01/30/2026,completed,14803.77
524,198,05/16/2025,ok,1215.72
525,767,14-07-2025,completed,6533.26
526,155,Feb 11 2026,completed,180.48
527,658,12/07/2025,done,3674.33
528,855,Dec 16 2025,completed,3980.2
529,696,Jul 19 2025,completed,3318.95
530,962,Feb 14 2026,returned,117.42
531,973,2026-01-28,ok,2628.73
532,6,2025-05-03,completed,98.11
533,705,2025-11-10,completed,6930.16
534,876,19-05-2025,pending,12354.67
535,272,13/05/2025,cancelled,0.0
536,842,10/12/2025,pending,54120.93
537,914,08/09/2025,return,4489.15
538,789,04/02/2025,cancelled,0.0
539,380,Jan 05 2026,completed,1410.87
540,982,May 30 2025,return,14994.64
541,435,Sep 11 2025,completed,2640.57
542,799,13-12-2025,completed,24961.58
543,453,May 20 2025,DONE,2973.01
544,770,08/09/2025,pending,87.41
545,571,21/01/2026,pending,7456.61
546,741,23-03-2026,completed,114.7
547,111,27/04/2025,cancelled,0.0
548,113,28-08-2025,completed,18191.89
549,639,Sep 24 2025,completed,211.22
550,717,08-05-2025,completed,0.0
551,424,2026-01-18,done,6710.53
552,235,28-04-2025,completed,1140.76
553,870,29-01-2026,completed,66356.59
554,805,17-02-2025,completed,3106.66
555,22,12/21/2025,cancelled,0.0
556,633,01/16/2026,completed,9873.52
557,195,04/21/2025,completed,1249.67
558,238,13-02-2026,completed,614.12
559,709,Oct 28 2025,completed,4538.12
560,656,03/28/2025,returned,2482.89
561,975,Nov 09 2025,completed,10687.0
562,671,27-08-2025,completed,711.39
563,978,2026-04-21,completed,1485.46
564,481,03/10/2025,completed,76075.83
565,259,Mar 19 2026,completed,3310.92
566,416,06/01/2025,Annulé,30851.43
567,11,Jun 04 2025,completed,519.03
568,513,01/21/2026,cancelled,0.0
569,729,09/06/2025,completed,39752.34
570,400,Nov 27 2025,pending,1457.72
571,847,Dec 14 2025,completed,46.18
572,337,2026-01-09,pending,6630.68
573,870,19-03-2026,completed,13994.51
574,485,2025-02-28,completed,7258.7
575,891,2026-02-08,completed,1275.05
576,677,Sep 01 2025,completed,0.0
577,360,06/17/2025,completed,2142.84
578,386,Jan 21 2026,completed,7351.83
579,428,2026-05-20,pending,1017.3
580,482,2026-03-04,DONE,7005.47
581,623,2025-08-16,completed,271.19
582,1000,21-04-2026,cancelled,0.0
583,569,09/25/2025,cancelled,0.0
584,335,06/05/2025,pending,322.36
585,625,2025-01-16,cancel,0.0
586,582,19-09-2025,completed,503.11
587,363,04/24/2026,completed,236.39
588,267,08-12-2025,cancelled,0.0
589,35,03/17/2026,completed,127.63
590,84,26-02-2025,completed,16976.41
591,884,Sep 29 2025,pending,10797.48
592,53,23/01/2026,completed,410.48
593,905,01/16/2025,pending,5259.47
594,736,09/12/2025,completed,187.0
595,154,06/16/2025,DONE,18608.41
596,912,08/07/2025,completed,1859.53
597,609,12/07/2025,completed,294.66
598,53,2026-02-16,returned,824.23
599,282,2026-02-15,pending,242.26
600,847,2026-04-03,completed,10343.2
601,493,Mar 23 2026,completed,0.0
602,974,19/05/2025,pending,55097.74
603,857,04-11-2025,completed,1505.08
604,759,15-03-2025,completed,3865.39
605,910,2025-11-16,pending,4097.9
606,255,02/21/2025,completed,6479.53
607,907,May 06 2025,completed,19914.5
608,805,2026-01-30,DONE,16776.07
609,172,08/11/2025,cancelled,0.0
610,379,11-03-2026,completed,467.42
611,617,2025-12-24,completed,11052.43
612,535,28-09-2025,completed,36950.08
613,68,2026-05-06,cancelled,0.0
614,441,18-09-2025,returned,316.65
615,467,2026-01-09,completed,434.06
616,756,10/24/2025,completed,4385.32
617,396,15-05-2026,completed,320.62
618,225,17-01-2026,pending,24273.9
619,596,06/03/2025,completed,3611.84
620,471,30/08/2025,completed,316.84
621,302,28-06-2025,pending,1813.12
622,887,Jan 10 2026,completed,562558.38
623,259,12-10-2025,completed,926.25
624,718,2025-12-18,returned,13721.88
625,227,Mar 16 2025,completed,1486.04
626,494,03/06/2025,completed,6431.6
627,478,10/17/2025,completed,39575.94
628,861,2025-04-20,completed,255.44
629,665,May 09 2025,completed,5018.81
630,167,16-12-2025,pending,589.62
631,792,11/01/2025,completed,198.4
632,736,14/07/2025,completed,1813.43
633,383,19-04-2025,completed,56.82
634,876,12/08/2025,pending,4948.76
635,544,03/08/2025,return,43284.68
636,476,26/07/2025,completed,5085.26
637,592,May 01 2025,completed,194.89
638,846,08/11/2025,completed,14174.39
639,684,29-04-2026,completed,927.76
640,68,16/04/2025,pending,31.1
641,961,04/06/2025,completed,915.99
642,520,Nov 24 2025,completed,2897.47
643,843,08/12/2025,completed,370.0
644,388,19/12/2025,completed,3757.92
645,447,2025-04-10,pending,2067.91
646,249,2025-06-19,returned,10354.44
647,73,10/11/2025,Annulé,32.21
648,941,12/06/2025,cancelled,0.0
649,338,13/03/2026,completed,583.95
650,675,2026-04-13,completed,2140.34
651,767,2025-02-25,OK,5662.87
652,827,2026-01-17,ok,26895.48
653,227,Nov 18 2025,pending,5246.15
654,951,25-05-2025,pending,682.8
655,940,06/10/2025,returned,1195.83
656,711,30/01/2025,completed,904.19
657,885,04-06-2025,DONE,567.29
658,796,Mar 08 2026,cancelled,0.0
659,29,12/10/2025,completed,7791.6
660,662,2026-02-09,completed,17048.49
661,612,2026-04-09,completed,2352.13
662,280,16/03/2025,DONE,11559.59
663,170,2026-04-01,completed,8076.16
664,556,02/27/2025,cancelled,0.0
665,101,07/05/2025,completed,14467.43
666,158,31/03/2026,pending,9618.46
667,981,2025-12-13,pending,2510.71
668,83,12/09/2025,completed,2936.25
669,943,15/05/2025,completed,205722.12
670,291,Nov 16 2025,cancel,0.0
671,97,May 19 2025,completed,10283.51
672,719,May 31 2025,completed,1368.44
673,221,05/21/2025,pending,877.62
674,412,20/04/2026,completed,151.77
675,929,2025-06-16,completed,3068.27
676,749,07/09/2025,completed,11554.56
677,477,16/03/2026,completed,1538.09
678,656,25/05/2025,completed,0.0
679,950,10-04-2025,returned,2020.14
680,213,2025-10-11,completed,19489.19
681,517,25-04-2025,completed,1359.48
682,130,06/07/2025,ok,3094.5
683,934,26/07/2025,completed,668.34
684,745,01/03/2026,pending,1243.25
685,419,2025-07-08,completed,7370.86
686,770,27-04-2025,completed,27117.87
687,138,06/04/2026,completed,2260.32
688,544,07-01-2026,completed,14143.24
689,366,29/11/2025,Annulé,757.73
690,924,Apr 17 2026,pending,63.26
691,954,2025-03-07,completed,26762.92
692,732,11-11-2025,completed,320.51
693,160,26/01/2025,completed,27132.52
694,884,23/02/2026,completed,128.14
695,970,Oct 16 2025,cancel,0.0
696,208,Aug 08 2025,completed,50894.76
697,887,09/09/2025,completed,1013.66
698,859,27-09-2025,returned,2559.85
699,737,03/02/2025,Annulé,1219.26
700,372,13-04-2025,completed,4705.09
701,57,10-02-2026,completed,397.98
702,38,Nov 02 2025,Annulé,7181.04
703,912,18/04/2026,completed,8256.68
704,610,2026-04-15,pending,399666.23
705,698,2025-01-29,completed,3508.8
706,544,17/10/2025,completed,2420.99
707,221,2025-07-25,completed,0.0
708,187,17/02/2025,pending,1256.85
709,310,12/08/2025,return,163.96
710,21,03/09/2025,completed,4888.14
711,964,11/06/2025,done,515.66
712,736,26-09-2025,completed,5799.35
713,659,14/05/2026,completed,401.53
714,94,18-06-2025,completed,61.74
715,789,01-04-2025,completed,609.86
716,836,20-06-2025,completed,2325.6
717,373,2025-06-14,pending,196.22
718,560,2025-09-18,completed,6679.29
719,187,19/05/2026,cancel,0.0
720,527,04/03/2026,completed,1622.2
721,453,04/03/2025,ok,1727.69
722,754,2025-10-18,pending,12628.6
723,57,2025-03-23,OK,2914.62
724,51,2025-05-05,completed,3776.4
725,966,24/07/2025,returned,431.63
726,422,03/04/2026,pending,87826.99
